# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_upstream_gene_variant
ADAMTSL4	ENSG00000143382	ENST00000489159	retained_intron	0	0	0	18	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	12
ADAMTSL4-AS1	ENSG00000203804	ENST00000369035	processed_transcript	0	0	0	12	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	7
ADAMTSL4-AS1	ENSG00000203804	ENST00000615012	retained_intron	0	0	0	17	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	7
ADAMTSL4-AS1	ENSG00000203804	ENST00000617352	antisense	0	0	0	32	0	0	0	0	0	0	5	0	23	1	0	0	0	0	0	0	0	0	3
ADAR	ENSG00000160710	ENST00000368471	protein_coding	1	0	1	41	2	0	0	0	1	0	4	1	32	0	0	0	0	0	0	0	0	0	3
ADAR	ENSG00000160710	ENST00000368474	protein_coding	1	0	1	33	2	0	0	0	1	0	4	1	24	0	0	0	0	0	0	0	0	0	3
ADAR	ENSG00000160710	ENST00000463920	retained_intron	0	0	0	27	0	0	0	0	0	0	4	0	19	1	0	0	0	0	0	0	0	0	3
ADAR	ENSG00000160710	ENST00000471068	processed_transcript	0	0	0	26	0	0	0	0	0	0	4	0	19	0	0	0	0	0	0	0	0	0	3
ADAR	ENSG00000160710	ENST00000492630	retained_intron	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
ADAR	ENSG00000160710	ENST00000494866	processed_transcript	0	0	0	26	0	0	0	0	0	0	4	0	19	0	0	0	0	0	0	0	0	0	3
ADAR	ENSG00000160710	ENST00000526905	processed_transcript	0	0	0	18	0	0	0	0	0	0	4	0	13	0	0	0	0	0	0	0	0	0	1
ADAR	ENSG00000160710	ENST00000529168	protein_coding	1	0	1	23	0	0	0	0	1	0	4	1	13	0	0	0	0	0	0	0	0	0	6
ADAR	ENSG00000160710	ENST00000530954	retained_intron	0	0	0	12	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9
ADAR	ENSG00000160710	ENST00000534279	retained_intron	0	0	0	12	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	9
ADCY10	ENSG00000143199	ENST00000367848	protein_coding	0	0	0	89	0	0	0	0	0	0	6	0	79	0	0	0	0	0	0	0	0	0	4
ADCY10	ENSG00000143199	ENST00000367851	protein_coding	0	0	0	89	0	0	0	0	0	0	6	0	79	0	0	0	0	0	0	0	0	0	4
ADCY10	ENSG00000143199	ENST00000476818	protein_coding	0	0	0	11	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	4
ADCY10	ENSG00000143199	ENST00000485964	nonsense_mediated_decay	0	0	0	41	0	0	0	0	0	0	6	0	29	0	0	0	0	0	0	0	0	0	6
ADCY10	ENSG00000143199	ENST00000545172	protein_coding	0	0	0	89	0	0	0	0	0	0	6	0	79	0	0	0	0	0	0	0	0	0	4
ADGRB2	ENSG00000121753	ENST00000373655	protein_coding	0	0	0	17	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	1
ADGRB2	ENSG00000121753	ENST00000373658	protein_coding	0	0	0	17	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	1
ADGRB2	ENSG00000121753	ENST00000398538	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1
ADGRB2	ENSG00000121753	ENST00000398542	protein_coding	0	0	0	17	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	1
ADGRB2	ENSG00000121753	ENST00000398547	protein_coding	0	0	0	17	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	1
ADGRB2	ENSG00000121753	ENST00000398556	protein_coding	0	0	0	16	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0
ADGRB2	ENSG00000121753	ENST00000420125	protein_coding	0	0	0	9	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	1
ADGRB2	ENSG00000121753	ENST00000436464	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADGRB2	ENSG00000121753	ENST00000465256	retained_intron	0	0	0	15	0	0	0	0	0	0	1	0	7	1	0	0	0	0	0	0	0	0	6
ADGRB2	ENSG00000121753	ENST00000466109	retained_intron	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
ADGRB2	ENSG00000121753	ENST00000468430	processed_transcript	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ADGRB2	ENSG00000121753	ENST00000527361	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1
ADGRB2	ENSG00000121753	ENST00000530134	processed_transcript	0	0	0	8	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	1
ADGRB2	ENSG00000121753	ENST00000530999	retained_intron	0	0	0	8	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1
ADGRB2	ENSG00000121753	ENST00000533175	protein_coding	0	0	0	8	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	1
ADGRL2	ENSG00000117114	ENST00000319517	protein_coding	0	0	0	72	0	0	0	0	0	0	2	0	68	0	0	0	0	0	0	0	0	0	2
ADGRL2	ENSG00000117114	ENST00000359929	protein_coding	0	0	0	117	0	0	0	0	0	0	1	0	113	0	0	0	0	0	0	0	0	0	3
ADGRL2	ENSG00000117114	ENST00000370713	protein_coding	0	0	0	72	0	0	0	0	0	0	2	0	68	0	0	0	0	0	0	0	0	0	2
ADGRL2	ENSG00000117114	ENST00000370715	protein_coding	0	0	0	72	0	0	0	0	0	0	2	0	68	0	0	0	0	0	0	0	0	0	2
ADGRL2	ENSG00000117114	ENST00000370717	protein_coding	0	0	0	72	0	0	0	0	0	0	2	0	68	0	0	0	0	0	0	0	0	0	2
ADGRL2	ENSG00000117114	ENST00000370721	protein_coding	0	0	0	284	0	1	0	0	0	0	1	0	282	0	0	0	0	0	0	0	0	0	0
ADGRL2	ENSG00000117114	ENST00000370723	protein_coding	0	0	0	284	0	1	0	0	0	0	1	0	282	0	0	0	0	0	0	0	0	0	0
ADGRL2	ENSG00000117114	ENST00000370725	protein_coding	0	0	0	284	0	1	0	0	0	0	1	0	282	0	0	0	0	0	0	0	0	0	0
ADGRL2	ENSG00000117114	ENST00000370727	protein_coding	0	0	0	284	0	1	0	0	0	0	1	0	282	0	0	0	0	0	0	0	0	0	0
ADGRL2	ENSG00000117114	ENST00000370728	protein_coding	0	0	0	285	0	1	0	0	0	0	2	0	282	0	0	0	0	0	0	0	0	0	0
ADGRL2	ENSG00000117114	ENST00000370730	protein_coding	0	0	0	285	0	1	0	0	0	0	2	0	282	0	0	0	0	0	0	0	0	0	0
ADGRL2	ENSG00000117114	ENST00000402328	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1
ADGRL2	ENSG00000117114	ENST00000449420	protein_coding	0	0	0	19	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	1
ADGRL2	ENSG00000117114	ENST00000464551	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ADGRL2	ENSG00000117114	ENST00000464775	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ADGRL2	ENSG00000117114	ENST00000468283	processed_transcript	0	0	0	8	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	2
ADGRL2	ENSG00000117114	ENST00000469377	processed_transcript	0	0	0	286	0	0	0	0	0	0	3	0	282	1	0	0	0	0	0	0	0	0	0
ADGRL2	ENSG00000117114	ENST00000472424	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ADGRL2	ENSG00000117114	ENST00000473719	processed_transcript	0	0	0	181	0	0	0	0	0	0	1	0	179	1	0	0	0	0	0	0	0	0	0
ADGRL2	ENSG00000117114	ENST00000492666	processed_transcript	0	0	0	46	0	0	0	0	0	0	6	0	39	1	0	0	0	0	0	0	0	0	0
ADGRL2	ENSG00000117114	ENST00000498776	processed_transcript	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
ADGRL2	ENSG00000117114	ENST00000627151	protein_coding	0	0	0	72	0	0	0	0	0	0	2	0	68	0	0	0	0	0	0	0	0	0	2
ADGRL4	ENSG00000162618	ENST00000370742	protein_coding	0	0	0	52	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	6
ADGRL4	ENSG00000162618	ENST00000401034	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2
ADH5P2	ENSG00000232676	ENST00000425922	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ADH5P3	ENSG00000223694	ENST00000433842	processed_pseudogene	0	0	0	8	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	3
ADIPOR1	ENSG00000159346	ENST00000340990	protein_coding	0	0	0	14	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	3
ADIPOR1	ENSG00000159346	ENST00000367254	protein_coding	0	0	0	13	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	3
ADIPOR1	ENSG00000159346	ENST00000417068	protein_coding	0	0	0	13	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	3
ADIPOR1	ENSG00000159346	ENST00000426229	protein_coding	0	0	0	13	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	3
ADIPOR1	ENSG00000159346	ENST00000495562	retained_intron	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
ADORA1	ENSG00000163485	ENST00000309502	protein_coding	0	0	0	35	1	0	0	0	0	0	3	0	30	0	0	0	0	0	0	0	0	0	1
ADORA1	ENSG00000163485	ENST00000337894	protein_coding	0	0	0	20	1	0	0	0	0	0	3	0	15	0	0	0	0	0	0	0	0	0	1
ADORA1	ENSG00000163485	ENST00000367235	protein_coding	0	0	0	19	1	0	0	0	0	0	2	0	15	0	0	0	0	0	0	0	0	0	1
ADORA1	ENSG00000163485	ENST00000367236	protein_coding	0	0	0	20	1	0	0	0	0	0	3	0	15	0	0	0	0	0	0	0	0	0	1
ADORA1	ENSG00000163485	ENST00000464019	processed_transcript	0	0	0	19	0	0	0	0	0	0	3	0	15	0	0	0	0	0	0	0	0	0	1
ADORA1	ENSG00000163485	ENST00000467253	processed_transcript	0	0	0	9	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	3
ADORA1	ENSG00000163485	ENST00000472535	processed_transcript	0	0	0	9	0	0	0	0	0	0	2	0	5	1	0	0	0	0	0	0	0	0	1
ADORA1	ENSG00000163485	ENST00000618295	protein_coding	0	0	0	19	0	0	0	0	0	0	3	0	15	0	0	0	0	0	0	0	0	0	1
ADORA2BP1	ENSG00000236136	ENST00000429195	processed_pseudogene	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ADORA3	ENSG00000282608	ENST00000241356	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1
ADORA3	ENSG00000282608	ENST00000486342	processed_transcript	0	0	0	4	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1
ADORA3	ENSG00000282608	ENST00000495493	processed_transcript	0	0	0	4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1
ADORA3	ENSG00000282608	ENST00000632535	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1
ADPRHL2	ENSG00000116863	ENST00000373178	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
ADSS	ENSG00000035687	ENST00000366535	protein_coding	0	0	0	28	3	0	0	0	0	0	2	0	23	0	0	0	0	0	0	0	0	0	0
ADSS	ENSG00000035687	ENST00000462358	processed_transcript	0	0	0	8	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	2
ADSS	ENSG00000035687	ENST00000468215	processed_transcript	0	0	0	9	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	3
AGBL4	ENSG00000186094	ENST00000334103	protein_coding	0	0	0	42	0	0	0	0	0	0	4	0	38	0	0	0	0	0	0	0	0	0	0
AGBL4	ENSG00000186094	ENST00000371836	protein_coding	0	0	0	217	0	0	0	0	0	0	4	0	212	0	0	0	0	0	0	0	0	0	1
AGBL4	ENSG00000186094	ENST00000371838	protein_coding	0	0	0	269	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	1
AGBL4	ENSG00000186094	ENST00000371839	protein_coding	0	0	0	303	3	0	0	0	0	0	1	0	298	0	0	0	0	0	0	0	0	0	1
AGBL4	ENSG00000186094	ENST00000416121	protein_coding	0	0	0	115	0	0	0	0	0	0	3	0	112	0	0	0	0	0	0	0	0	0	0
AGBL4	ENSG00000186094	ENST00000497451	processed_transcript	0	0	0	41	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	1
AGBL4-IT1	ENSG00000225623	ENST00000457061	sense_intronic	0	0	0	24	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0
AGL	ENSG00000162688	ENST00000294724	protein_coding	0	0	1	40	1	0	0	0	1	0	2	0	37	0	0	0	0	0	0	0	0	0	0
AGL	ENSG00000162688	ENST00000361302	nonsense_mediated_decay	0	6	0	37	2	0	0	0	0	0	2	0	37	2	0	0	0	6	0	0	0	0	0
AGL	ENSG00000162688	ENST00000361915	protein_coding	0	0	1	40	1	0	0	0	1	0	2	0	37	0	0	0	0	0	0	0	0	0	0
AGL	ENSG00000162688	ENST00000370161	protein_coding	0	0	1	40	1	0	0	0	1	0	2	0	30	0	0	0	0	0	0	0	0	0	7
AGL	ENSG00000162688	ENST00000370163	protein_coding	0	0	1	40	1	0	0	0	1	0	2	0	37	0	0	0	0	0	0	0	0	0	0
AGL	ENSG00000162688	ENST00000370165	protein_coding	0	0	1	40	1	0	0	0	1	0	2	0	37	0	0	0	0	0	0	0	0	0	0
AGL	ENSG00000162688	ENST00000477753	processed_transcript	0	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3
AGL	ENSG00000162688	ENST00000637337	retained_intron	0	0	0	32	0	0	0	0	0	0	2	0	26	2	0	0	0	0	0	0	0	0	2
AGMAT	ENSG00000116771	ENST00000375826	protein_coding	0	1	0	28	5	0	0	0	0	0	4	0	14	0	0	0	0	1	0	0	0	0	5
AGO1	ENSG00000092847	ENST00000373204	protein_coding	0	0	0	17	7	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0
AGO1	ENSG00000092847	ENST00000373206	protein_coding	0	0	0	30	0	0	0	0	0	0	6	0	16	0	0	0	0	0	0	0	0	0	8
AGO1	ENSG00000092847	ENST00000635259	nonsense_mediated_decay	0	0	0	13	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	1
AGO3	ENSG00000126070	ENST00000246314	protein_coding	0	0	0	82	0	1	0	0	0	0	2	0	79	0	0	0	0	0	0	0	0	0	0
AGO3	ENSG00000126070	ENST00000324350	protein_coding	0	0	0	40	0	1	0	0	0	0	5	0	33	0	0	0	0	0	0	0	0	0	1
AGO3	ENSG00000126070	ENST00000373191	protein_coding	0	0	0	93	8	1	0	0	0	0	5	0	79	0	0	0	0	0	0	0	0	0	0
AGO3	ENSG00000126070	ENST00000397828	protein_coding	0	0	0	36	0	1	0	0	0	0	2	0	33	0	0	0	0	0	0	0	0	0	0
AGO3	ENSG00000126070	ENST00000471099	retained_intron	0	0	0	7	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0
AGO3	ENSG00000126070	ENST00000491443	retained_intron	0	0	0	6	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	1
AGO3	ENSG00000126070	ENST00000634486	nonsense_mediated_decay	0	0	0	83	0	1	0	0	0	0	2	0	79	1	0	0	0	0	0	0	0	0	0
AGO4	ENSG00000134698	ENST00000373210	protein_coding	0	0	0	51	5	1	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	3
AGO4	ENSG00000134698	ENST00000488778	processed_transcript	0	0	0	23	0	0	0	0	0	0	4	0	15	0	0	0	0	0	0	0	0	0	4
AGO4	ENSG00000134698	ENST00000496257	processed_transcript	0	0	0	16	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	11
AGRN	ENSG00000188157	ENST00000379370	protein_coding	0	0	0	41	0	0	0	0	0	0	6	0	29	0	0	0	0	0	0	0	0	0	6
AGRN	ENSG00000188157	ENST00000419249	protein_coding	0	0	0	14	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	7
AGRN	ENSG00000188157	ENST00000461111	retained_intron	0	0	0	13	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	6
AGRN	ENSG00000188157	ENST00000466223	retained_intron	0	0	0	9	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2
AGRN	ENSG00000188157	ENST00000469403	retained_intron	0	0	0	14	0	0	0	0	0	0	3	0	3	4	0	0	0	0	0	0	0	0	4
AGRN	ENSG00000188157	ENST00000477585	processed_transcript	0	0	0	15	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	5
AGRN	ENSG00000188157	ENST00000478677	retained_intron	0	0	0	9	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2
AGRN	ENSG00000188157	ENST00000479707	retained_intron	0	0	0	9	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	2
AGRN	ENSG00000188157	ENST00000492947	retained_intron	0	0	0	8	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	1
AGRN	ENSG00000188157	ENST00000620552	protein_coding	0	0	0	41	0	0	0	0	0	0	6	0	29	0	0	0	0	0	0	0	0	0	6
AGT	ENSG00000135744	ENST00000366667	protein_coding	0	0	0	10	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	3
AGTRAP	ENSG00000177674	ENST00000314340	protein_coding	0	0	0	21	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	11
AGTRAP	ENSG00000177674	ENST00000376627	protein_coding	0	0	0	21	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	11
AGTRAP	ENSG00000177674	ENST00000376629	protein_coding	0	0	0	21	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	11
AGTRAP	ENSG00000177674	ENST00000376637	protein_coding	0	0	0	21	0	1	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	10
AGTRAP	ENSG00000177674	ENST00000400895	protein_coding	0	0	0	22	0	1	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	11
AGTRAP	ENSG00000177674	ENST00000452018	protein_coding	0	0	0	21	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	11
AGTRAP	ENSG00000177674	ENST00000471765	processed_transcript	0	0	0	14	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	5
AGTRAP	ENSG00000177674	ENST00000476309	processed_transcript	0	0	0	9	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	5
AGTRAP	ENSG00000177674	ENST00000476512	nonsense_mediated_decay	0	0	0	23	0	1	0	0	0	0	3	0	7	1	0	0	0	0	0	0	0	0	11
AGTRAP	ENSG00000177674	ENST00000491346	processed_transcript	0	0	0	21	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	11
AGTRAP	ENSG00000177674	ENST00000494437	processed_transcript	0	0	0	20	0	0	0	0	0	0	1	0	6	2	0	0	0	0	0	0	0	0	11
AGTRAP	ENSG00000177674	ENST00000510878	protein_coding	0	0	0	21	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	11
AGTRAP	ENSG00000177674	ENST00000513739	retained_intron	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6
AGTRAP	ENSG00000177674	ENST00000514733	retained_intron	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6
AHCTF1	ENSG00000153207	ENST00000326225	protein_coding	0	1	0	85	2	0	0	0	0	0	5	0	78	0	0	0	0	1	0	0	0	0	1
AHCTF1	ENSG00000153207	ENST00000366508	protein_coding	0	1	0	85	2	0	0	0	0	0	5	0	78	0	0	0	0	1	0	0	0	0	1
AHCTF1	ENSG00000153207	ENST00000470300	processed_transcript	0	1	0	63	0	0	0	0	0	0	5	0	49	2	0	0	0	1	0	0	0	0	8
AHCTF1	ENSG00000153207	ENST00000477526	retained_intron	0	0	0	17	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	12
AHCTF1	ENSG00000153207	ENST00000478568	protein_coding	0	0	0	18	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0
AHCTF1	ENSG00000153207	ENST00000483900	processed_transcript	0	0	0	33	0	0	0	0	0	0	4	0	23	0	0	0	0	0	0	0	0	0	6
AHCTF1	ENSG00000153207	ENST00000498601	nonsense_mediated_decay	0	0	0	18	0	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0	4
AHCYL1	ENSG00000168710	ENST00000359172	protein_coding	0	4	0	12	4	0	0	0	0	0	3	0	4	0	0	0	0	4	0	0	0	0	1
AHCYL1	ENSG00000168710	ENST00000369799	protein_coding	0	0	0	14	4	1	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0
AHCYL1	ENSG00000168710	ENST00000393614	protein_coding	0	0	0	14	4	1	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0
AHCYL1	ENSG00000168710	ENST00000469401	processed_transcript	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2
AHCYL1	ENSG00000168710	ENST00000475081	processed_transcript	0	0	0	6	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1
AHCYL1	ENSG00000168710	ENST00000481423	processed_transcript	0	0	0	7	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	2
AHCYP8	ENSG00000242529	ENST00000425108	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AHDC1	ENSG00000126705	ENST00000247087	protein_coding	0	0	1	31	0	0	0	0	1	0	1	0	26	0	0	0	0	0	0	0	0	0	4
AHDC1	ENSG00000126705	ENST00000374011	protein_coding	0	0	1	31	0	0	0	0	1	0	1	0	26	0	0	0	0	0	0	0	0	0	4
AHDC1	ENSG00000126705	ENST00000480033	processed_transcript	0	0	0	20	0	0	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	0	2
AHDC1	ENSG00000126705	ENST00000487743	processed_transcript	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
AHDC1	ENSG00000126705	ENST00000490295	processed_transcript	0	0	0	22	0	0	0	0	0	0	2	0	16	0	0	0	0	0	0	0	0	0	4
AIDA	ENSG00000186063	ENST00000340020	protein_coding	0	0	0	31	1	0	0	0	0	0	9	0	18	0	0	0	0	0	0	0	0	0	3
AIDA	ENSG00000186063	ENST00000355727	protein_coding	0	0	0	31	1	0	0	0	0	0	9	0	18	0	0	0	0	0	0	0	0	0	3
AIDA	ENSG00000186063	ENST00000470437	processed_transcript	0	0	0	31	0	0	0	0	0	0	11	0	17	0	0	0	0	0	0	0	0	0	3
AIDA	ENSG00000186063	ENST00000474863	processed_transcript	0	0	0	31	0	0	0	0	0	0	9	0	18	1	0	0	0	0	0	0	0	0	3
AIDA	ENSG00000186063	ENST00000495670	processed_transcript	0	0	0	14	0	0	0	0	0	0	9	0	1	1	0	0	0	0	0	0	0	0	3
AIDA	ENSG00000186063	ENST00000497112	processed_transcript	0	0	0	22	0	0	0	0	0	0	2	0	17	0	0	0	0	0	0	0	0	0	3
AIM1L	ENSG00000176092	ENST00000308182	protein_coding	0	0	1	31	0	0	0	0	0	1	4	0	27	0	0	0	0	0	0	0	0	0	0
AIM1L	ENSG00000176092	ENST00000374207	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
AIM1L	ENSG00000176092	ENST00000374208	processed_transcript	0	0	0	21	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	0	0	8
AIM1L	ENSG00000176092	ENST00000374211	processed_transcript	0	0	0	21	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	0	0	8
AIM1L	ENSG00000176092	ENST00000429942	protein_coding	0	0	0	17	0	0	0	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0	3
AIM1L	ENSG00000176092	ENST00000475866	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
AIM1L	ENSG00000176092	ENST00000520372	retained_intron	0	0	0	25	0	0	0	0	0	0	14	0	11	0	0	0	0	0	0	0	0	0	0
AIM1L	ENSG00000176092	ENST00000522923	processed_transcript	0	0	0	14	0	0	0	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0	0
AIM1L	ENSG00000176092	ENST00000522993	processed_transcript	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2
AIM1L	ENSG00000176092	ENST00000527815	protein_coding	0	0	0	32	0	0	0	0	0	0	4	0	27	0	0	0	0	0	0	0	0	0	1
AIM2	ENSG00000163568	ENST00000368129	protein_coding	1	0	0	37	0	0	0	0	0	0	1	1	34	0	0	0	0	0	0	0	0	0	2
AIM2	ENSG00000163568	ENST00000368130	protein_coding	1	0	0	8	0	0	0	0	0	0	2	1	5	0	0	0	0	0	0	0	0	0	1
AIM2	ENSG00000163568	ENST00000411768	processed_transcript	0	0	0	38	0	0	0	0	0	0	2	0	36	0	0	0	0	0	0	0	0	0	0
AIM2	ENSG00000163568	ENST00000481829	processed_transcript	0	0	0	8	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	3
AIMP1P2	ENSG00000227177	ENST00000425294	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AJAP1	ENSG00000196581	ENST00000378190	protein_coding	0	0	2	65	0	0	0	0	1	1	3	0	60	0	0	0	0	0	0	0	0	0	2
AJAP1	ENSG00000196581	ENST00000378191	protein_coding	0	0	2	69	1	0	0	0	1	1	3	0	63	0	0	0	0	0	0	0	0	0	2
AJAP1	ENSG00000196581	ENST00000466761	processed_transcript	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
